"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
36.9023275710871,0.905101772494201,30.0451022904134,21.9393019417533,1.26135902461582,2.20285169122711,0.0400253879896678,0.0388490307282684,0.0383126581784511,0.00316357026358854,0.00240428639012448,0.0020704167800695,24.9841425711636,25.7406679459921,26.1010341632325,1.97472390573186,1.59303685201674,1.41050038493854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11.59613884942,0.960052848953649,12.1634277790563,2.01295065925024,0.0391783374143574,0.382228149741864,0.148622650420434,0.135164294217617,0.129316033300144,0.0156373787012423,0.0121150365211044,0.0106671597505742,6.72844951406215,7.39840359311151,7.7329931523571,0.707935922458245,0.663133190960232,0.637887439021822
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.336242213386,1,11.3108528998209,2.16779043049091,0.199999800192675,0.319975254356565,0.154758784448008,0.141549511245298,0.135785747324825,0.0160693704973663,0.0126110112911964,0.0111812701039698,6.46166874188623,7.06466586286584,7.36454318440223,0.670947044556975,0.629409315378973,0.606432914790141
12.4349128421804,0.960006637026334,11.4585198359385,2.24982070866514,0.0391761791822649,0.325288754032861,0.151588344712025,0.138746938388007,0.133140304827026,0.0154432310530594,0.012017795153259,0.0105989651670748,6.59681324378676,7.20736624258688,7.51087359533377,0.672057679178548,0.624277927169096,0.597921776690154
14.7628984955174,0.959992607728231,7.14372228642463,2.83732668937492,0.0391753283288091,0.179492296520359,0.222872136950569,0.206859475748052,0.199795831642076,0.0211230339322888,0.0167664690806322,0.0149317381158053,4.4868776047218,4.83419962457011,5.00510942486253,0.42525041125076,0.39182376462018,0.374056768646105
14.1163829101714,1,7.338553453935,2.59894927959331,0.199999800199788,0.188215694284977,0.222268432695057,0.205597115776775,0.198262029038537,0.0210809167985832,0.0167188433080844,0.0148942452896825,4.49906443247367,4.86388146167255,5.04383015169096,0.426711080032515,0.395523408582689,0.378912915615222
10.1422800112624,1,7.03771684155701,1.8018012257319,0.199999800192675,0.246602359978273,0.280748114106199,0.251876839432319,0.23945758278494,0.0355143463615045,0.0273036111132565,0.0239750924403689,3.56191172711397,3.97019433090317,4.1761049634336,0.450578153262249,0.430371614553166,0.418122079804527
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.7477910376933,1,4.75550955652798,4.7192971399967,0.199999800196232,0.109233887479184,0.29832981826739,0.282157663783852,0.274924589618497,0.0279748906529943,0.0228476923955694,0.0206401861990484,3.35199480161822,3.54411780488109,3.63736107194946,0.314322210864716,0.286984632399051,0.27307782800508
10.5861080138806,1,4.53128824583406,2.07970856657707,0.199999800196232,0.162667310581646,0.423767390612602,0.381922120471148,0.363861278524339,0.0573523828180437,0.0443109809723029,0.0389926495385828,2.35978516080341,2.61833485519607,2.7483001325548,0.319371676322447,0.303781791441105,0.294517471961178
17.4141624311829,1,4.33514345875184,3.67761165694478,0.199999800192675,0.111658526790676,0.342961325197142,0.321956137902031,0.312613026821012,0.0290889335569175,0.0232946484156895,0.0208404271729553,2.915780662514,3.10601315606629,3.19884302381472,0.247307622542162,0.224730874573625,0.213251686129179
17.8462199886948,1,4.61282048986155,3.63397827130308,0.199999800196232,0.117791732183855,0.319236046335251,0.300142856590947,0.291640619102714,0.0279735301302533,0.0227541694927156,0.0205302127618875,3.13247833845754,3.33174679337067,3.4288776476908,0.274488041651742,0.252583493421228,0.241377856960246
