"","t501","t502","t503","MGT","CUG","Pmax","code","t50f1","t50f2","MGTf","CUGf","Pmaxf","t50n1","t50n2","MGTn","Pmaxn"
"1837",6.14285714285714,6,6,7.88,0.172842920353982,1,1,5.58724808194951,5.58724808194951,5.61635273810999,3.01600692435509,1,5.58509215937727,5.58509215937727,5.61610616941706,1
"1838",5.5,5.33333333333333,5.5,7.33333333333333,0.191489361702128,0.96,1,5.17048839817296,5.23710859020545,5.19730111910634,3.5380011262165,0.96662831841159,5.17026048665328,5.2368570598562,5.19727797199035,0.966760880841747
"1839",4.83333333333333,4.66666666666667,5.2,6.81818181818182,0.252083333333333,0.88,1,4.9712545642412,5.01460715270533,4.97200311968047,134.288265805346,0.879997196846204,4.95822886994218,5.02123873111939,4.95980835471046,0.880000850657222
"1840",4.33333333333333,4.2,4.33333333333333,7,0.125,0.96,1,4.50675176291708,4.50675176291708,4.5890705520577,1.25941450880528,1,4.25164883414682,4.25164883414682,4.3640496913223,1
"1841",5.16666666666667,5,5.16666666666667,7,0.25,0.96,1,4.99999964372467,5.01287892657013,5.00071528075819,139.661669486593,0.95999107783879,5.00000208171141,5.0191897827956,5.00158974540557,0.960004187618399
"1842",5.66666666666667,5.5,5.83333333333333,7.43478260869565,0.192223837209302,0.92,1,5.25759850242189,5.41242477192611,5.28397275769865,3.53944612307104,0.926411449898203,5.25761735318043,5.41267034312572,5.28414225258576,0.926506250948432
"1843",4.57142857142857,4.42857142857143,4.57142857142857,6.66666666666667,0.257142857142857,0.96,1,4.94286640717257,4.95696781850181,4.94373407838712,116.507493947392,0.959992829894665,4.76440316228633,4.76440316228633,4.79323019269852,1
"1844",3.8,3.66666666666667,4.33333333333333,6.2,0.201612903225806,0.8,1,3.81387749371529,4.34582779196782,3.85620661700295,2.97233755952411,0.808606618670025,207.940521412819,207.940521412819,207.95985148623,1
"1845",4.33333333333333,4.2,4.33333333333333,6.5,0.266666666666667,0.96,1,4.90682691735346,4.92191892344073,4.90782790875887,101.721112548489,0.959993542302304,4.5881847376849,4.5881847376849,4.61934658312969,1
"1846",3.77777777777778,3.66666666666667,3.77777777777778,6,0.333333333333333,0.96,1,4.77481089834748,4.79154351580145,4.77607482219363,82.768969646939,0.95999263112604,4.73148127933666,4.73148127933666,4.73391283748053,1
"1847",5.85714285714286,5.71428571428571,6,7.43478260869565,0.262400793650794,0.92,1,5.08081943177961,5.11307130069621,5.08182602546589,97.6930527584392,0.919994294045901,5.59295198202541,5.59295198202541,5.62499598977395,1
"1848",5.16666666666667,5,5.16666666666667,7,0.25,0.96,1,4.99999964372467,5.01287892657013,5.00071528075819,139.661669486593,0.95999107783879,5.00000208171141,5.0191897827956,5.00158974540557,0.960004187618399
"1849",5.16666666666667,5,5.16666666666667,7,0.25,0.96,1,4.99999964372467,5.01287892657013,5.00071528075819,139.661669486593,0.95999107783879,5.00000208171141,5.0191897827956,5.00158974540557,0.960004187618399
"1850",4.83333333333333,4.66666666666667,5.22222222222222,7,0.183333333333333,0.88,1,4.8355344448971,5.10479029649063,4.86960497665667,2.9567337515511,0.889016643531809,5.10274018291456,5.10274018291456,5.22169212184723,1
"1851",5.6,5.4,5.6,7.66666666666667,0.132352941176471,0.96,1,5.41519969682935,5.41519969682935,5.48349540862981,1.29019498979105,1,5.38491949008516,5.38491949008516,5.45894664263499,1
"1852",5,4.83333333333333,5.2,7.08695652173913,0.185744382022472,0.92,1,4.9334187071182,5.0929499306719,4.96484057032963,3.1502524722193,0.928206281679086,5.10307023145348,5.10307023145348,5.17871571092714,1
"1853",5.46153846153846,5.30769230769231,5.46153846153846,7.16666666666667,0.251748251748252,0.96,1,5.02839918604962,5.0426358274952,5.02926853414015,114.305922701192,0.95999242751516,5.03846395083541,5.05777109827188,5.04005874390974,0.959998948319181
"1854",4.69230769230769,4.53846153846154,4.84615384615385,6.73913043478261,0.254326923076923,0.92,1,4.95680377269747,4.98547033772023,4.95761941952787,123.595228003789,0.919997721654215,4.93980247301337,4.97972010503159,4.941386001614,0.91999755717377
"1855",5.83333333333333,5.66666666666667,5.83333333333333,7.66666666666667,0.160714285714286,0.96,1,5.45841820283923,5.50426033243569,5.502212583192,2.03037412700779,0.982168954552098,5.45996779925597,5.50342032331799,5.50492104807014,0.983295841910205
"1856",6.66666666666667,6.5,7.16666666666667,8.42857142857143,0.153125,0.84,1,6.29739808701301,6.72348554637628,6.34988440678974,1.46673755389919,0.878292508462019,6.30116457248213,6.72673893919416,6.35433087532035,0.879118141544559
"1857",4.69230769230769,4.53846153846154,4.84615384615385,6.73913043478261,0.254326923076923,0.92,1,4.95680377269747,4.98547033772023,4.95761941952787,123.595228003789,0.919997721654215,4.93980247301337,4.97972010503159,4.941386001614,0.91999755717377
"1858",6.68421052631579,6.57894736842105,6.57894736842105,8.36,0.291511194029851,1,1,5.97172413834023,5.97172413834023,5.98633244682397,5.67986502055021,1,5.97593171303551,5.97593171303551,5.99082390135547,1
"1859",4.25,4.125,4.125,6.44,0.271267361111111,1,3,4.84638089602817,4.84638089602817,4.84852735218534,43.2986586598874,1,4.79739010269412,4.79739010269412,4.80112172867792,1
"1860",4.81818181818182,4.63636363636364,5.75,7,0.178571428571429,0.8,1,4.81546914312096,5.36483819856125,4.85257395678046,2.71959712035951,0.809824345776429,1653.9403083291,1653.9403083291,12884.592418959,1
"1861",6.33333333333333,6.16666666666667,6.5,8.1304347826087,0.145010964912281,0.92,1,5.98658314135105,6.10266178684878,6.04525369683174,1.37277172387396,0.963643044047403,6.16857631092645,6.16857631092645,6.24335488756041,1
"1862",4.57142857142857,4.42857142857143,4.57142857142857,6.66666666666667,0.257142857142857,0.96,1,4.94286640717257,4.95696781850181,4.94373407838712,116.507493947392,0.959992829894665,4.76440316228633,4.76440316228633,4.79323019269852,1
"1863",5.36363636363636,5.18181818181818,5.18181818181818,7.4,0.15625,1,1,5.11413884612787,5.11413884612787,5.14997445066165,2.65834102378183,1,5.0939253132491,5.0939253132491,5.13319188866274,1
"1864",6.25,6.125,6.375,7.78260869565217,0.295200892857143,0.92,1,5.1574053737446,5.1912313182271,5.15849603301965,88.8198043075579,0.919996770543604,5.23150839893937,5.23150839893937,5.2333153976481,1
